_id,title,description,release_date,genre,director,rating,cast[0].actor,cast[1].actor,cast[2].actor,cast[3].actor,cast[4].actor,cast[5].actor,cast[6].actor,cast[7].actor,cast[8].actor,cast[9].actor,cast[10].actor,cast[11].actor,cast[12].actor,cast[13].actor,cast[14].actor,cast[15].actor,cast[16].actor,cast[17].actor,cast[18].actor,cast[19].actor,cast[20].actor,cast[21].actor,cast[22].actor,cast[23].actor,cast[24].actor,cast[25].actor,cast[26].actor,cast[27].actor,cast[28].actor,cast[29].actor,cast[30].actor,cast[0].role,cast[1].role,cast[2].role,cast[3].role,cast[4].role,cast[5].role,cast[6].role,cast[7].role,cast[8].role,cast[9].role,cast[10].role,cast[11].role,cast[12].role,cast[13].role,cast[14].role,cast[15].role,cast[16].role,cast[17].role,cast[18].role,cast[19].role,cast[20].role,cast[21].role,cast[22].role,cast[23].role,cast[24].role,cast[25].role,cast[26].role,cast[27].role,cast[28].role,cast[29].role,cast[30].role,cast[0]._id,cast[1]._id,cast[2]._id,cast[3]._id,cast[4]._id,cast[5]._id,cast[6]._id,cast[7]._id,cast[8]._id,cast[9]._id,cast[10]._id,cast[11]._id,cast[12]._id,cast[13]._id,cast[14]._id,cast[15]._id,cast[16]._id,cast[17]._id,cast[18]._id,cast[19]._id,cast[20]._id,cast[21]._id,cast[22]._id,cast[23]._id,cast[24]._id,cast[25]._id,cast[26]._id,cast[27]._id,cast[28]._id,cast[29]._id,cast[30]._id,poster_url,is_deleted,__v,test_poster_url,language,banner_url,runtime,writer,trailer_url,view_count,created_at,updated_at,deleted_at
67b33b6dcb9d95b67b37fdb9,The Beekeeper,"""The Beekeeper"" is an action thriller that follows Adam Clay, a retired clandestine operative seeking vengeance after his close friend, Eloise Parker, falls victim to a devastating phishing scam. As Adam embarks on a relentless quest for justice, he confronts a complex web of cybercriminals and uncovers a deeper conspiracy that tests his resolve and skills.",2024-01-01T00:00:00.000Z,"Action, Thriller",David Ayer,0,Jason Statham,Emmy Raver-Lampman,Josh Hutcherson,Phylicia Rashad,Jeremy Irons,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,68381e2bcd4d307177ce5b91,68381e2bcd4d307177ce5b92,68381e2bcd4d307177ce5b93,68381e2bcd4d307177ce5b94,68381e2bcd4d307177ce5b95,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739799400180-m-banner-The-Beekeeper.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739799400185-m-poster-The-Beekeeper.png,01:45,Kurt Wimmer,http://www.youtube.com/watch?v=dE0KFHYiQ4s,,2025-02-17T13:36:45.792Z,2025-02-17T13:36:45.792Z,2025-02-17T13:36:45.792Z
67b33ca5cb9d95b67b3809ed,Gone Girl,"On their fifth wedding anniversary, Nick Dunne reports that his wife, Amy, has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon, his lies, deceits, and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife?",2014-01-01T00:00:00.000Z,Psychological Thriller,David Fincher,0,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,68381e1ccd4d307177ce51e3,68381e1ccd4d307177ce51e4,68381e1ccd4d307177ce51e5,68381e1ccd4d307177ce51e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739799711801-m-banner-Gone-Girl.png,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739799711806-m-poster-Gone-Girl.png,02:29,Gillian Flynn,http://www.youtube.com/watch?v=2-_-1nJf8Vg,,2025-02-17T13:41:57.071Z,2025-02-17T13:41:57.071Z,2025-02-17T13:41:57.071Z
67b33e0bcb9d95b67b381e96,Carry-On,"Ethan Kopek, a young TSA agent, is blackmailed by a mysterious traveler into allowing a dangerous package to pass through security onto a Christmas Eve flight. As the situation escalates, Ethan must navigate the high-stakes environment to prevent a potential disaster.",2024-01-01T00:00:00.000Z,"Action, Thriller",Jaume Collet-Serra,0,Taron Egerton,Jason Bateman,Sofia Carson,Danielle Deadwyler,Theo Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,67b33e0bcb9d95b67b381e97,67b33e0bcb9d95b67b381e98,67b33e0bcb9d95b67b381e99,67b33e0bcb9d95b67b381e9a,67b33e0bcb9d95b67b381e9b,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739800069255-m-banner-Carry-On-.png,true,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739800069259-m-poster-Carry-On-.png,01:59,T.J. Fixman,,,2025-02-17T13:47:55.092Z,2025-02-17T13:47:55.092Z,2025-02-17T13:47:55.092Z
67b5dc75547527513e8b3e59,Nightcrawler,"""Nightcrawler"" follows Lou Bloom, a driven and morally ambiguous man desperate for work, who discovers the high-speed world of L.A. crime journalism. He begins nocturnal forays across the city, filming accidents and crimes, and selling the footage to local news stations. As Lou delves deeper, his thirst for footage leads him to become an active participant in the stories he covers, blurring the line between observer and perpetrator.",2014-01-01T00:00:00.000Z,"Thriller, Crime, Drama",Dan Gilroy,0,Jake Gyllenhaal,Rene Russo,Riz Ahmed,Bill Paxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,68382c7acd4d307177dde0be,68382c7acd4d307177dde0bf,68382c7acd4d307177dde0c0,68382c7acd4d307177dde0c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739971697639-m-banner-Nightcrawler.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739971697644-m-poster-Nightcrawler.jpg,01:54,Dan Gilroy,https://www.youtube.com/watch?v=u1uP_8VJkDQ,,2025-02-19T13:28:21.540Z,2025-02-19T13:28:21.540Z,2025-02-19T13:28:21.540Z
67b5e08f547527513e8d5ac8,The Killer,"""The Killer"" follows a solitary and methodical assassin who, after a botched assignment, battles his employers—and himself—on an international manhunt he insists isn't personal. ",2023-01-01T00:00:00.000Z,"Action, Thriller",David Fincher,0,Michael Fassbender, Arliss Howard, Charles Parnell, Kerry O'Malley,Sala Baker, Sophie Charlotte, Tilda Swinton,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,,,,,,,,,,,,,,,,,,,,,,,,,68381de2cd4d307177ce4825,68381de2cd4d307177ce4826,68381de2cd4d307177ce4827,68381de2cd4d307177ce4828,68381de2cd4d307177ce4829,68381de2cd4d307177ce482a,68381de2cd4d307177ce482b,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739972748501-m-banner-The-Killer.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739972748506-m-poster-The-Killer.jpg,01:58,Andrew Kevin Walker,https://www.youtube.com/watch?v=5S7FR_HCg9g,,2025-02-19T13:45:51.482Z,2025-02-19T13:45:51.482Z,2025-02-19T13:45:51.482Z
67b5e407547527513e8eb386,Twisters,"""Twisters"" serves as a standalone sequel to the 1996 film ""Twister."" The story follows clashing groups of storm chasers investigating a series of tornado outbreaks in Oklahoma. As they confront the fury of nature, personal dynamics and past conflicts resurface, leading to intense and thrilling encounters.",2024-01-01T00:00:00.000Z,"Action, Adventure, Disaster",Lee Isaac Chung,0,Daisy Edgar-Jones,Glen Powell,Anthony Ramos,Brandon Perea,Maura Tierney,Sasha Lane,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,683814b9cd4d307177cca2c5,683814b9cd4d307177cca2c6,683814b9cd4d307177cca2c7,683814b9cd4d307177cca2c8,683814b9cd4d307177cca2c9,683814b9cd4d307177cca2ca,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739973635767-m-banner-Twisters.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739973635771-m-poster-Twisters.jpg,02:02,Mark L. Smith,http://www.youtube.com/watch?v=wdok0rZdmx4,,2025-02-19T14:00:39.664Z,2025-02-19T14:00:39.664Z,2025-02-19T14:00:39.664Z
67b5e516547527513e8f5d2b,Plane,"""Plane"" follows commercial pilot Brodie Torrance, who, after safely landing his storm-damaged aircraft on a war-torn island, must team up with an accused murderer to rescue the passengers taken hostage by dangerous rebels.",2023-01-01T00:00:00.000Z,"Action, Thriller",Jean-François Richet,0,Gerard Butler,Mike Colter,Yoson An,Tony Goldwyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6838149bcd4d307177cc9908,6838149bcd4d307177cc9909,6838149bcd4d307177cc990a,6838149bcd4d307177cc990b,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739973907091-m-banner-Plane.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739973907096-m-poster-Plane.jpg,01:47,"Charles Cumming, J.P. Davis",http://www.youtube.com/watch?v=M25zXBIUVr0,,2025-02-19T14:05:10.949Z,2025-02-19T14:05:10.949Z,2025-02-19T14:05:10.949Z
67b5e69c547527513e905939,Searching,"After his 16-year-old daughter, Margot, goes missing, widowed father David Kim embarks on a desperate search to find her. With the local investigation leading nowhere, David decides to search Margot's laptop and online history to trace her digital footprints before she disappears forever.",2018-01-01T00:00:00.000Z,"Mystery, Thriller",Aneesh Chaganty,0,John Cho,Debra Messing,Michelle La,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6838148ecd4d307177cc8f54,6838148ecd4d307177cc8f55,6838148ecd4d307177cc8f56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1739974296675-m-banner-Searching.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1739974296676-m-poster-Searching.jpg,01:42,"Aneesh Chaganty, Sev Ohanian",http://www.youtube.com/watch?v=3Ro9ebQxEOY,,2025-02-19T14:11:40.318Z,2025-02-19T14:11:40.318Z,2025-02-19T14:11:40.318Z
67b81462e31cabd7a2cdda42,Phir Hera Pheri,"After acquiring wealth, Raju, Shyam, and Baburao enjoy a lavish lifestyle. Seeking to double their riches, they fall victim to a scam orchestrated by a con woman named Anuradha. Left penniless and indebted to a ruthless gangster, the trio embarks on a series of comedic misadventures to repay the loan and restore their fortunes.",2006-01-01T00:00:00.000Z,Comedy,Neeraj Vora,0,Akshay Kumar,Suniel Shetty,Paresh Rawal,Bipasha Basu,Rimi Sen,Rajpal Yadav,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,6838147ecd4d307177cc859b,6838147ecd4d307177cc859c,6838147ecd4d307177cc859d,6838147ecd4d307177cc859e,6838147ecd4d307177cc859f,6838147ecd4d307177cc85a0,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740117087972-m-phirherapheri-p.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1740117087973-m-phirherapheri-b.jpg,02:33,"Neeraj Vora, Anand Vardhan",http://www.youtube.com/watch?v=k16RqhRSzFU,,2025-02-21T05:51:30.943Z,2025-02-21T05:51:30.943Z,2025-02-21T05:51:30.943Z
67b8430de31cabd7a2e40add,Jaane Jaan,"""Jaane Jaan"" is a mystery thriller that follows a single mother and her daughter who become entangled in a crime. Their neighbor, a gifted mathematics teacher, assists them in covering it up, all while a relentless police investigation unfolds.",2023-01-01T00:00:00.000Z,"Mystery, Thriller",Sujoy Ghosh,0,Kareena Kapoor Khan,Jaideep Ahlawat,Vijay Varma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68381469cd4d307177cc7be5,68381469cd4d307177cc7be6,68381469cd4d307177cc7be7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740129035287-m-jaanejaan.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1740129035287-m-jaanejaan-b.jpg,02:19,"Sujoy Ghosh, Raj Vasant",http://www.youtube.com/watch?v=GHX6yT9Lxfo,,2025-02-21T09:10:37.953Z,2025-02-21T09:10:37.953Z,2025-02-21T09:10:37.953Z
67b844b1e31cabd7a2e47928,Kho Gaye Hum Kahan,"""Kho Gaye Hum Kahan"" is a coming-of-age drama that explores the lives of three close friends—Ahana, Imaad, and Neil—navigating their twenties in Mumbai. The film delves into themes of friendship, love, ambition, and the pervasive influence of social media on modern relationships.",2023-01-01T00:00:00.000Z,Coming-of-Age Drama,Arjun Varain Singh,0,Siddhant Chaturvedi,Ananya Panday,Adarsh Gourav,Kalki Koechlin,Anya Singh,Rohan Gurbaxani,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,68381450cd4d307177cc722c,68381450cd4d307177cc722d,68381450cd4d307177cc722e,68381450cd4d307177cc722f,68381450cd4d307177cc7230,68381450cd4d307177cc7231,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740129455004-m-khogayehumkahan-p.jpg,false,0,,Hindi,https://moviu.s3.us-east-1.amazonaws.com/movies/1740129455005-m-khogayehumkahan-b.jpg,02:15,"Arjun Varain Singh, Zoya Akhtar, Reema Kagti, Yash Sahai",http://www.youtube.com/watch?v=E1da2YxROaw,,2025-02-21T09:17:37.760Z,2025-02-21T09:17:37.760Z,2025-02-21T09:17:37.760Z
67b88826e31cabd7a2e89ef0,Anyone but You,"After an amazing first date, Bea and Ben's fiery attraction turns ice-cold—until they find themselves unexpectedly reunited at a destination wedding in Australia. To navigate the awkward situation, they decide to pretend to be a couple.",2023-01-01T00:00:00.000Z,Romantic Comedy,Will Gluck,0,Sydney Sweeney,Glen Powell,Alexandra Shipp,GaTa,Hadley Robinson,Michelle Hurd,Dermot Mulroney,Darren Barnet,Bryan Brown,Rachel Griffiths,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,Role 8,Role 9,Role 10,,,,,,,,,,,,,,,,,,,,,,68381444cd4d307177cc6868,68381444cd4d307177cc6869,68381444cd4d307177cc686a,68381444cd4d307177cc686b,68381444cd4d307177cc686c,68381444cd4d307177cc686d,68381444cd4d307177cc686e,68381444cd4d307177cc686f,68381444cd4d307177cc6870,68381444cd4d307177cc6871,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740146723625-m-banner-Anyone-but-You-.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740146723631-m-poster-Anyone-but-You-.jpg,01:43,"Will Gluck, Ilana Wolpert",http://www.youtube.com/watch?v=ga-w6EdOclk,,2025-02-21T14:05:26.918Z,2025-02-21T14:05:26.918Z,2025-02-21T14:05:26.918Z
67b88959e31cabd7a2e8e824,Knives Out,"""Knives Out"" is a modern mystery where renowned detective Benoit Blanc investigates the death of celebrated novelist Harlan Thrombey. After Harlan is found dead at his estate, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind the patriarch's untimely demise.",2019-01-01T00:00:00.000Z,"Mystery, Crime, Drama",Rian Johnson,0,Daniel Craig,Chris Evans,Ana de Armas,Jamie Lee Curtis,Michael Shannon,Don Johnson,Toni Collette,LaKeith Stanfield,Katherine Langford,Jaeden Martell,Christopher Plummer,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,Role 8,Role 9,Role 10,Role 11,,,,,,,,,,,,,,,,,,,,,68381433cd4d307177cc5e9e,68381433cd4d307177cc5e9f,68381433cd4d307177cc5ea0,68381433cd4d307177cc5ea1,68381433cd4d307177cc5ea2,68381433cd4d307177cc5ea3,68381433cd4d307177cc5ea4,68381433cd4d307177cc5ea5,68381433cd4d307177cc5ea6,68381433cd4d307177cc5ea7,68381433cd4d307177cc5ea8,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740147029832-m-banner-Knives-Out.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740147029837-m-poster-Knives-Out.jpg,02:10,Rian Johnson,http://www.youtube.com/watch?v=qGqiHJTsRkQ,,2025-02-21T14:10:33.573Z,2025-02-21T14:10:33.573Z,2025-02-21T14:10:33.573Z
67b88c28e31cabd7a2e94395,No Hard Feelings,"Maddie Barker, a 32-year-old Uber driver and bartender in Montauk, New York, faces financial ruin after her car is repossessed. Desperate to save her inherited home, she responds to a Craigslist ad from wealthy parents seeking someone to date their introverted 19-year-old son, Percy, before he heads to Princeton University. As Maddie attempts to bring Percy out of his shell, unexpected complications arise, leading to humorous and heartfelt moments that challenge both of their perceptions about life and relationships.",2023-01-01T00:00:00.000Z,"Sex Comedy, Raunchy Comedy, Teen Romance, Comedy, Romance, Romantic Comedy",Gene Stupnitsky,0,Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti,Natalie Morales,Matthew Broderick,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,6838172bcd4d307177ce10c9,6838172bcd4d307177ce10ca,6838172bcd4d307177ce10cb,6838172bcd4d307177ce10cc,6838172bcd4d307177ce10cd,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1748506300494-m-nohardfelings-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1748506301882-m-nohardfelings-b.jpg,01:43,"Gene Stupnitsky, John Phillips",https://www.youtube.com/watch?v=P15S6ND8kbQ,,2025-02-21T14:22:32.754Z,2025-02-21T14:22:32.754Z,2025-02-21T14:22:32.754Z
67b88c61e31cabd7a2e980b7,The Gorge,"""The Gorge"" is a science fiction romantic action film that follows two elite snipers, Levi and Drasa, assigned to guard opposite sides of a mysterious and classified gorge. Despite strict orders to maintain distance, they develop a connection through notes and binoculars. As they confront the enigmatic threats emerging from the gorge, their bond deepens, leading to unforeseen consequences.",2025-01-01T00:00:00.000Z,"Science Fiction, Romantic Action",Scott Derrickson,0,Miles Teller,Anya Taylor-Joy,Sigourney Weaver,Sope Dirisu,William Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,,,,,,,,,,,,,,,,,,,,,,,,,,,68381403cd4d307177cc54df,68381403cd4d307177cc54e0,68381403cd4d307177cc54e1,68381403cd4d307177cc54e2,68381403cd4d307177cc54e3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740147806823-m-thegorge-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740147806824-s-thegorge-b.jpg,02:07,Zach Dean,http://www.youtube.com/watch?v=rUSdnuOLebE,,2025-02-21T14:23:29.061Z,2025-02-21T14:23:29.061Z,2025-02-21T14:23:29.061Z
67b88d96e31cabd7a2e9b88f,The Grand Budapest Hotel,"The film recounts the adventures of Monsieur Gustave H., a legendary concierge at a famous European hotel between the wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend. The story involves the theft and recovery of a priceless Renaissance painting, a battle for a family fortune, and the shifting political landscape of 20th-century Europe. As Gustave and Zero navigate a world of intrigue, betrayal, and romance, their bond is tested in ways neither could have anticipated.",2014-01-01T00:00:00.000Z,"Comedy, Drama, Adventure",Wes Anderson,0,Ralph Fiennes,Tony Revolori,F. Murray Abraham,Jude Law,Tilda Swinton,Adrien Brody,Willem Dafoe,Jeff Goldblum,Saoirse Ronan,Edward Norton,Bill Murray,Owen Wilson,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,Role 8,Role 9,Role 10,Role 11,Role 12,,,,,,,,,,,,,,,,,,,,683813d6cd4d307177cc4b18,683813d6cd4d307177cc4b19,683813d6cd4d307177cc4b1a,683813d6cd4d307177cc4b1b,683813d6cd4d307177cc4b1c,683813d6cd4d307177cc4b1d,683813d6cd4d307177cc4b1e,683813d6cd4d307177cc4b1f,683813d6cd4d307177cc4b20,683813d6cd4d307177cc4b21,683813d6cd4d307177cc4b22,683813d6cd4d307177cc4b23,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740148115763-m-banner-The-Grand-Budapest-Hotel.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740148115767-m-poster-The-Grand-Budapest-Hotel.jpg,01:39,"Wes Anderson, Hugo Guinness",http://www.youtube.com/watch?v=KVyf-fzv-mA,,2025-02-21T14:28:38.598Z,2025-02-21T14:28:38.598Z,2025-02-21T14:28:38.598Z
67b88f45e31cabd7a2e9e933,The Nice Guys,"Set in 1977 Los Angeles, ""The Nice Guys"" follows private eye Holland March and enforcer Jackson Healy as they team up to investigate the disappearance of a teenage girl named Amelia. Their inquiry uncovers a conspiracy involving the death of a porn star, leading them through a web of intrigue and danger.",2016-01-01T00:00:00.000Z,"Neo-noir, Buddy Action, Comedy",Shane Black,0,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,Margaret Qualley,Keith David,Kim Basinger,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,,,,,,,,,,,,,,,,,,,,,,,,,683813c2cd4d307177cc4154,683813c2cd4d307177cc4155,683813c2cd4d307177cc4156,683813c2cd4d307177cc4157,683813c2cd4d307177cc4158,683813c2cd4d307177cc4159,683813c2cd4d307177cc415a,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740148544592-m-banner-The-Nice-Guys.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740148544597-m-poster-The-Nice-Guys.jpg,01:56,"Shane Black, Anthony Bagarozzi",http://www.youtube.com/watch?v=TGic0zh8LA4,,2025-02-21T14:35:49.816Z,2025-02-21T14:35:49.816Z,2025-02-21T14:35:49.816Z
67b96a5ee31cabd7a2ec965c,Train to Busan,"During a sudden zombie outbreak in South Korea, passengers aboard a high-speed train race to Busan—the country’s last safe haven—as they struggle to survive the relentless onslaught.",2016-01-01T00:00:00.000Z,"Horror, Action, Thriller",Yeon Sang-ho,0,Gong Yoo,Jung Yu-mi,Kim Su-an,Ahn So-hee,Ma Dong-seok,Choi Woo-shik,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,,,,,,,,,,,,,,,,,,,,,,,,,,68381227cd4d307177cbd486,68381227cd4d307177cbd487,68381227cd4d307177cbd488,68381227cd4d307177cbd489,68381227cd4d307177cbd48a,68381227cd4d307177cbd48b,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740204635884-s-traintobusan-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740204635888-s-traintobusan-b.jpg,01:58,Park Joo-suk,http://www.youtube.com/watch?v=7oq5z-NosSM,,2025-02-22T06:10:38.802Z,2025-02-22T06:10:38.802Z,2025-02-22T06:10:38.802Z
67b96b6ee31cabd7a2ec9d52,Jerry Maguire,"Sports agent Jerry Maguire experiences a moral crisis, leading him to start his own agency. With only one client and a single colleague, he embarks on a journey of self-discovery and redemption.",1996-01-01T00:00:00.000Z,"Romantic Comedy-Drama, Sports",Cameron Crowe,0,Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,Kelly Preston,Jerry O'Connell,Jay Mohr,Bonnie Hunt,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,Role 5,Role 6,Role 7,,,,,,,,,,,,,,,,,,,,,,,,,68381213cd4d307177cbcac8,68381213cd4d307177cbcac9,68381213cd4d307177cbcaca,68381213cd4d307177cbcacb,68381213cd4d307177cbcacc,68381213cd4d307177cbcacd,68381213cd4d307177cbcace,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740204907579-s-jerrymaguire-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740204907580-s-jerrymaguire-b.jpg,02:19,Cameron Crowe,http://www.youtube.com/watch?v=KUd3gwaf0KQ,,2025-02-22T06:15:10.057Z,2025-02-22T06:15:10.057Z,2025-02-22T06:15:10.057Z
67b96cb1e31cabd7a2eccc6d,Run Lola Run,"Lola receives a frantic call from her boyfriend, Manni, who has misplaced 100,000 Deutsche Marks belonging to a crime boss. With only 20 minutes to recover the money, Lola embarks on a high-stakes race through Berlin, with the film exploring three different scenarios based on her split-second decisions.",1998-01-01T00:00:00.000Z,"Thriller, Experimental",Tom Tykwer,0,Franka Potente,Moritz Bleibtreu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683811ffcd4d307177cbc113,683811ffcd4d307177cbc114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740205230229-s-runlolarun-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740205230230-s-runlolarun-b.jpg,01:20,Tom Tykwer,http://www.youtube.com/watch?v=ZCYnsUdO6H0,,2025-02-22T06:20:33.008Z,2025-02-22T06:20:33.008Z,2025-02-22T06:20:33.008Z
67b96df1e31cabd7a2ed10bf,What Dreams May Come,"After dying in a car accident, Dr. Chris Nielsen (Robin Williams) navigates the afterlife, discovering a Heaven inspired by his wife's paintings. When his wife, Annie (Annabella Sciorra), succumbs to despair and takes her own life, Chris embarks on a perilous journey through Hell to rescue her soul and reunite for eternity.",1998-01-01T00:00:00.000Z,Fantasy Drama,Vincent Ward,0,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,,,,,,,,,,,,,,,,,,,,,,,,,,,,Role 1,Role 2,Role 3,Role 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,683811f1cd4d307177cbb75f,683811f1cd4d307177cbb760,683811f1cd4d307177cbb761,683811f1cd4d307177cbb762,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://moviu.s3.us-east-1.amazonaws.com/movies/1740205551028-m-whatdreamsmaycome-p.jpg,false,0,,English,https://moviu.s3.us-east-1.amazonaws.com/movies/1740205551028-m-whatdreamsmaycome-b.jpg,01:53,Ronald Bass,http://www.youtube.com/watch?v=KMvYoDLpTkU,,2025-02-22T06:25:53.675Z,2025-02-22T06:25:53.675Z,2025-02-22T06:25:53.675Z
